C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00460053|N|M871|P|201702039042411763|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1239821259|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|648002||PR2283904845919|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030208
C00151609|N|M872|P|201702039042411764|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3194079614|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|577720||PR2283904845920|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030209
C00177436|N|M873|P|201702039042411765|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|951480543|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|484140||PR2283904845921|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030210
C00490358|N|M874|P|201702039042411766|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8540951335|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|67450||PR2283904845922|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030211
C00759657|N|M875|P|201702039042411767|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9947174556|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|481088||PR2283904845923|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030212
C00468289|N|M876|P|201702039042411768|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4409941530|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|919234||PR2283904845924|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030213
C00307661|N|M877|P|201702039042411769|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2567508189|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|799413||PR2283904845925|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030214
C00408612|N|M878|P|201702039042411770|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3796962314|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|676045||PR2283904845926|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030215
C00516557|N|M879|P|201702039042411771|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7916496503|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|453116||PR2283904845927|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030216
C00159964|N|M880|P|201702039042411772|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7809032007|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|745352||PR2283904845928|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030217
C00129747|N|M881|P|201702039042411773|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2950579008|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|430839||PR2283904845929|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030218
C00408612|N|M882|P|201702039042411774|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3516357020|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|759108||PR2283904845930|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030219
C00490358|N|M883|P|201702039042411775|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9658411575|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|712971||PR2283904845931|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030220
C00307661|N|M884|P|201702039042411776|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3965865174|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|722267||PR2283904845932|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030221
C00684488|N|M885|P|201702039042411777|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9806799641|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|162592||PR2283904845933|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030222
C00468289|N|M886|P|201702039042411778|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6157354541|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|601880||PR2283904845934|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030223
C00258498|N|M887|P|201702039042411779|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2027046630|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|243086||PR2283904845935|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030224
C00384818|N|M888|P|201702039042411780|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6295008485|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|67289||PR2283904845936|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030225
C00151609|N|M889|P|201702039042411781|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5092634759|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|926126||PR2283904845937|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030226
C00159964|N|M890|P|201702039042411782|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9482949356|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|473621||PR2283904845938|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030227
C00151609|N|M891|P|201702039042411783|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6734143785|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|32017|677368||PR2283904845939|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030228
C00727373|N|M892|P|201702039042411784|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5703766964|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|148322||PR2283904845940|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030229
C00460053|N|M893|P|201702039042411785|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3675250585|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|204638||PR2283904845941|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030230
C00759657|N|M894|P|201702039042411786|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4905656124|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|465990||PR2283904845942|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030231
C00663469|N|M895|P|201702039042411787|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8459973849|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|620257||PR2283904845943|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030232
C00663469|N|M896|P|201702039042411788|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|360579623|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|811617||PR2283904845944|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030233
C00184757|N|M897|P|201702039042411789|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5561583834|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|685248||PR2283904845945|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030234
C00460053|N|M898|P|201702039042411790|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2206344070|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|177484||PR2283904845946|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030235
C00490358|N|M899|P|201702039042411791|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9985655120|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|982783||PR2283904845947|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030236
C00516557|N|M900|P|201702039042411792|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7846368686|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|14440||PR2283904845948|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030237
C00159964|N|M901|P|201702039042411793|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8653065476|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|809987||PR2283904845949|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030238
C00129747|N|M902|P|201702039042411794|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5278177398|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|873792||PR2283904845950|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030239
C00460053|N|M903|P|201702039042411795|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9102026601|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|614141||PR2283904845951|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030240
C00663469|N|M904|P|201702039042411796|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1614255883|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|423||PR2283904845952|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030241
C00644445|N|M905|P|201702039042411797|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3094493492|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|248757||PR2283904845953|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030242
C00177436|N|M906|P|201702039042411798|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6235984368|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|149441||PR2283904845954|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030243
C00629618|N|M907|P|201702039042411799|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9442484283|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|738768||PR2283904845955|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030244
C00177436|N|M908|P|201702039042411800|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4903468623|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|635223||PR2283904845956|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030245
C00490358|N|M909|P|201702039042411801|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1459253354|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|658239||PR2283904845957|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030246
C00408612|N|M910|P|201702039042411802|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3483401857|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|730325||PR2283904845958|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030247
C00468289|N|M911|P|201702039042411803|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8842438830|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|409095||PR2283904845959|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030248
C00460053|N|M912|P|201702039042411804|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3037036072|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|618798||PR2283904845960|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030249
C00129747|N|M913|P|201702039042411805|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1249565123|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|400324||PR2283904845961|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030250
C00384818|N|M914|P|201702039042411806|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9144623661|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|889765||PR2283904845962|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030251
C00516557|N|M915|P|201702039042411807|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4345532429|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|353092||PR2283904845963|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030252
C00384818|N|M916|P|201702039042411808|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9377901666|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|402017|107924||PR2283904845964|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030253
C00468289|N|M917|P|201702039042411809|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7489032113|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|171907||PR2283904845965|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030254
C00151609|N|M918|P|201702039042411810|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2644551878|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|2472||PR2283904845966|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030255
C00759657|N|M919|P|201702039042411811|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2556882460|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|233430||PR2283904845967|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030256
C00629618|N|M920|P|201702039042411812|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1126904595|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|818782||PR2283904845968|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030257
C00516557|N|M921|P|201702039042411813|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3546339255|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|745021||PR2283904845969|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030258
C00490358|N|M922|P|201702039042411814|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|160384727|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|31305||PR2283904845970|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030259
C00460053|N|M923|P|201702039042411815|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7686214848|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|441509||PR2283904845971|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030260
C00468289|N|M924|P|201702039042411816|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8616215180|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|934265||PR2283904845972|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030261
C00177436|N|M925|P|201702039042411817|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7752522375|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|232053||PR2283904845973|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030262
C00644445|N|M926|P|201702039042411818|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4170037300|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|230983||PR2283904845974|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030263
C00460053|N|M927|P|201702039042411819|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7328780078|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|124811||PR2283904845975|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030264
C00644445|N|M928|P|201702039042411820|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5785647871|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|114328||PR2283904845976|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030265
C00184757|N|M929|P|201702039042411821|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1860911292|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|475394||PR2283904845977|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030266
C00177436|N|M930|P|201702039042411822|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3386835662|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|60894||PR2283904845978|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030267
C00153061|N|M931|P|201702039042411823|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7799488132|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|189989||PR2283904845979|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030268
C00307661|N|M932|P|201702039042411824|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|124233126|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|600075||PR2283904845980|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030269
C00307661|N|M933|P|201702039042411825|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4947193230|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|314155||PR2283904845981|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030270
C00490358|N|M934|P|201702039042411826|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|997071170|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|225923||PR2283904845982|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030271
C00644445|N|M935|P|201702039042411827|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6665947053|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|536772||PR2283904845983|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030272
C00129747|N|M936|P|201702039042411828|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7518337051|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|813393||PR2283904845984|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030273
C00490358|N|M937|P|201702039042411829|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2958926962|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|602701||PR2283904845985|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030274
C00663469|N|M938|P|201702039042411830|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8306495920|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|909725||PR2283904845986|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030275
C00408612|N|M939|P|201702039042411831|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|18452744|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|759242||PR2283904845987|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030276
C00727373|N|M940|P|201702039042411832|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1167925169|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|983858||PR2283904845988|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030277
C00151609|N|M941|P|201702039042411833|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9797111091|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|946534||PR2283904845989|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030278
C00759657|N|M942|P|201702039042411834|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1653734805|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|629114||PR2283904845990|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030279
C00307661|N|M943|P|201702039042411835|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5970172335|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|1210||PR2283904845991|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030280
C00153061|N|M944|P|201702039042411836|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4015685338|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|183244||PR2283904845992|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030281
C00153061|N|M945|P|201702039042411837|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|549262082|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|180634||PR2283904845993|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030282
C00129747|N|M946|P|201702039042411838|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2762874328|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|721266||PR2283904845994|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030283
C00258498|N|M947|P|201702039042411839|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3898428571|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|571384||PR2283904845995|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030284
C00258498|N|M948|P|201702039042411840|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|979921334|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|402017|715359||PR2283904845996|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030285
C00184757|N|M949|P|201702039042411841|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1291751220|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|643713||PR2283904845997|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030286
C00468289|N|M950|P|201702039042411842|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6584885996|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|432017|277177||PR2283904845998|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030287
C00684488|N|M951|P|201702039042411843|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1017750757|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|311689||PR2283904845999|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030288
C00129747|N|M952|P|201702039042411844|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|689679136|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|95071||PR2283904846000|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030289
C00159964|N|M953|P|201702039042411845|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2741089500|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|298876||PR2283904846001|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030290
C00408612|N|M954|P|201702039042411846|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6116460570|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|355329||PR2283904846002|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030291
C00644445|N|M955|P|201702039042411847|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4018377090|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|568588||PR2283904846003|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030292
C00727373|N|M956|P|201702039042411848|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6391840450|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|855248||PR2283904846004|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030293
C00663469|N|M957|P|201702039042411849|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6957037104|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|717014||PR2283904846005|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030294
C00384818|N|M958|P|201702039042411850|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|687155952|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|42017|548775||PR2283904846006|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030295
C00759657|N|M959|P|201702039042411851|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3708636196|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|942394||PR2283904846007|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030296
C00184757|N|M960|P|201702039042411852|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2232776682|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|144005||PR2283904846008|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030297
C00159964|N|M961|P|201702039042411853|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7287252595|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|873842||PR2283904846009|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030298
C00684488|N|M962|P|201702039042411854|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2770075748|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|436871||PR2283904846010|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030299
C00644445|N|M963|P|201702039042411855|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4867292549|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|783562||PR2283904846011|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030300
C00684488|N|M964|P|201702039042411856|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4212913074|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|516994||PR2283904846012|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030301
C00460053|N|M965|P|201702039042411857|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1791722705|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|614773||PR2283904846013|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030302
C00159964|N|M966|P|201702039042411858|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8498304795|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|129624||PR2283904846014|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030303
C00307661|N|M967|P|201702039042411859|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1842148157|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|667598||PR2283904846015|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030304
C00727373|N|M968|P|201702039042411860|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4770979076|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|490632||PR2283904846016|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030305
C00490358|N|M969|P|201702039042411861|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9496674009|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|513947||PR2283904846017|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030306
C00129747|N|M970|P|201702039042411862|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8758668753|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|8135||PR2283904846018|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030307
C00177436|N|M971|P|201702039042411863|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2823570852|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|811704||PR2283904846019|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030308
C00516557|N|M972|P|201702039042411864|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6175055206|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|302042||PR2283904846020|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030309
